0.0000000,0.000#0.480#0.490#0.500#0.010#0.020#0.030#0.040#0.260#0.270#0.280#0.290#0.300#0.310#0.320#0.330#0.340#0.460#0.470#0.510#0.520#0.530#0.050#0.060#0.070#0.080#0.090#0.100#0.110#0.120#0.130#0.230#0.240#0.250#0.350#0.360#0.370#0.380#0.390#0.400#0.410#0.420#0.430#0.440#0.450#0.540#0.550#0.560#0.570#0.580#0.590#0.600#0.610#0.740#0.750#0.760#0.770#0.780#0.790#0.800#0.810#0.820#0.830#0.840#0.950#0.960#0.970#0.980#0.140#0.150#0.160#0.170#0.180#0.190#0.200#0.210#0.220#0.620#0.630#0.640#0.650#0.660#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.850#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.930,6.667e-02,-00000011,000000010,0,000000001,000000315,000000000,000000000
-78,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-45
-78,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-45
-78,1,-13,1,-12,1,-21,1,-7,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,-1,1,-3,1,-5,1,-28,1,-1,1,-43,1,-10,1,-44
-78,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-44
-79,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-44
-71,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-51
-72,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-51
-72,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-51
-72,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-51
-72,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-51
-72,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-51
-72,1,-13,1,-12,1,-21,1,-7,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,-1,1,-3,1,-5,1,-28,1,-1,1,-43,1,-10,1,-50
-72,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-50
-73,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-50
-74,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-49
-74,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-48
-74,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-48
-76,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-47
-76,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-47
-76,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-46
-76,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-3,1,1,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-46
-77,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-46
-77,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-46
-77,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-46
-77,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-46
-77,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-46
-77,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-45
-77,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-45
-79,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-44
-79,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-44
-79,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-44
-79,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-43
-79,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-3,1,1,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-43
-80,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-43
-80,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-43
-80,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-43
-82,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-41
-82,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-41
-82,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-41
-82,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-40
-82,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-3,1,1,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-40
-83,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-40
-83,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-40
-83,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-40
-83,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-40
-83,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-40
-83,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-39
-85,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-38
-85,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-38
-85,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-37
-85,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-3,1,1,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-37
-73,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-50
-73,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-50
-73,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-50
-73,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-49
-73,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-3,1,1,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-49
-74,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-49
-74,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-49
-74,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-49
-74,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-49
-80,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-43
-80,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-43
-80,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-10,1,-42
-80,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-42
-81,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-42
-81,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-42
-81,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-42
-81,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-42
-81,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-42
-81,1,-13,1,-12,1,-21,1,-7,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,-1,1,-3,1,-5,1,-28,1,-1,1,-43,1,-10,1,-41
-81,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-41
-82,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-41
-83,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-39
-84,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-39
-84,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-3,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-39
-84,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-3,1,-6,1,-28,1,-1,1,-42,1,-10,1,-39
-84,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-42,1,-10,1,-39
-84,1,-13,1,-12,1,-20,1,-8,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,1,-4,1,-5,1,-28,1,-1,1,-43,1,-9,1,-39
-84,1,-13,1,-12,1,-21,1,-7,1,-2,1,1,-3,1,-2,1,1,-1,1,-5,1,-3,2,-9,1,-2,1,-1,1,-3,1,-5,1,-28,1,-1,1,-43,1,-10,1,-38
-84,1,-13,1,-12,1,-21,1,-7,1,-3,2,-3,1,-2,1,1,-1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-38
-85,1,-12,1,-12,1,-21,1,-8,1,-2,1,1,-2,1,-2,1,-1,1,1,-5,1,-4,2,-9,1,-1,1,-1,1,-3,1,-6,1,-28,1,1,-43,1,-10,1,-38
