-153,1,-69,1,-8,1,-20,1,-9,1,-51
-153,1,-70,1,-7,1,-20,1,-9,1,-51
-153,1,-70,1,-7,1,-20,1,-10,1,-50
-153,1,-70,1,-7,1,-20,1,-10,1,-50
-153,1,-70,1,-7,1,-21,1,-9,1,-50
-154,1,-69,1,-7,1,-21,1,-9,1,-50
-154,1,-69,1,-8,1,-20,1,-9,1,-50
-154,1,-70,1,-7,1,-20,1,-9,1,-50
-154,1,-70,1,-7,1,-20,1,-9,1,-50
-154,1,-70,1,-7,1,-20,1,-10,1,-49
1,-156,1,-70,1,-7,1,-20,1,-9,1,-47
1,-156,1,-70,1,-7,1,-20,1,-9,1,-47
1,-156,1,-70,1,-7,1,-20,1,-10,1,-46
1,-156,1,-70,1,-7,1,-21,1,-9,1,-46
1,-156,1,-70,1,-7,1,-21,1,-9,1,-46
1,-157,1,-69,1,-7,1,-21,1,-9,1,-46
1,-157,1,-69,1,-8,1,-20,1,-9,1,-46
-1,1,-156,1,-70,1,-7,1,-20,1,-9,1,-46
-1,1,-156,1,-70,1,-7,1,-20,1,-9,1,-46
-1,1,-156,1,-70,1,-7,1,-20,1,-10,1,-45
-1,1,-156,1,-70,1,-7,1,-21,1,-9,1,-45
-1,1,-157,1,-69,1,-7,1,-21,1,-9,1,-45
-1,1,-157,1,-69,1,-7,1,-21,1,-9,1,-45
-1,1,-157,1,-69,1,-8,1,-20,1,-9,1,-45
-2,1,-156,1,-70,1,-7,1,-20,1,-9,1,-45
-2,1,-156,1,-70,1,-7,1,-20,1,-10,1,-44
-2,1,-156,1,-70,1,-7,1,-20,1,-10,1,-44
-2,1,-156,1,-70,1,-7,1,-21,1,-9,1,-44
-2,1,-157,1,-69,1,-7,1,-21,1,-9,1,-44
-2,1,-157,1,-69,1,-8,1,-20,1,-9,1,-44
-3,1,-156,1,-70,1,-7,1,-20,1,-9,1,-44
-3,1,-156,1,-70,1,-7,1,-20,1,-9,1,-44
-3,1,-156,1,-70,1,-7,1,-20,1,-10,1,-43
-3,1,-156,1,-70,1,-7,1,-21,1,-9,1,-43
-3,1,-156,1,-70,1,-7,1,-21,1,-9,1,-43
-3,1,-157,1,-69,1,-7,1,-21,1,-9,1,-43
-7,1,-157,1,-69,1,-7,1,-21,1,-9,1,-39
-7,1,-157,1,-69,1,-7,1,-21,1,-9,1,-39
-7,1,-157,1,-69,1,-8,1,-20,1,-9,1,-39
-8,1,-156,1,-70,1,-7,1,-20,1,-9,1,-39
-8,1,-156,1,-70,1,-7,1,-20,1,-10,1,-38
