0.0000000,0.000#0.790#0.800#0.820#0.830#0.840#0.570#0.580#0.590#0.600#0.610#0.620#0.630#0.700#0.710#0.760#0.770#0.780#0.810#0.850#0.860#0.870#0.880#0.890#0.900#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.550#0.560#0.640#0.650#0.660#0.670#0.680#0.690#0.720#0.730#0.740#0.750#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.090#0.100#0.110#0.120#0.130#0.140#0.150#0.160#0.170#0.410#0.420#0.430#0.440#0.450#0.460#0.980#0.180#0.330#0.340#0.350#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.260#0.270#0.280#0.290#0.300#0.310#0.320#0.360#0.370#0.380#0.390#0.400,6.667e-02,-00000006,000000015,0,000000001,000000315,000000000,000000000
-30,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-77
-37,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-70
-37,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-70
-37,1,-17,1,-13,1,-2,2,-14,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-70
-38,1,-16,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-70
-38,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-2,1,-17,1,-63,1,-70
-38,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-69
-38,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-69
-38,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-69
-38,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-69
-39,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-68
-40,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-68
-40,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-67
-40,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-67
-40,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-67
-40,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-67
-41,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-2,1,-17,1,-63,1,-67
-41,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-66
-41,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-66
-41,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-66
-44,1,-16,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-64
-44,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-2,1,-17,1,-63,1,-64
-44,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-63
-44,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-63
-44,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-63
-44,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-63
-44,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-63
-30,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-77
-30,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-77
-30,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-77
-30,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-77
-31,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-77
-31,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-76
-31,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-76
-31,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-76
-31,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-76
-31,1,-17,1,-13,1,-2,2,-14,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-76
-32,1,-16,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-76
-32,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-2,1,-17,1,-63,1,-76
-32,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-75
-32,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-75
-32,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-75
-32,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-75
-32,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-75
-36,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-71
-36,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-71
-36,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-71
-36,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-71
-37,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-71
-37,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-70
-45,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-63
-33,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-75
-35,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-72
-35,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-72
-35,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-72
-33,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-74
-33,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-74
-33,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-74
-33,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-74
-33,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-74
-33,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-74
-34,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-74
-34,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-73
-34,1,-16,1,-14,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-73
-34,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-7,1,-1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-73
-34,1,-17,1,-13,1,-2,2,-13,1,-4,1,-15,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-73
-34,1,-17,1,-13,1,-2,2,-14,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-73
-35,1,-16,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-73
-35,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-2,1,-17,1,-63,1,-73
-35,1,-17,1,-13,1,-2,2,-13,1,-5,1,-14,1,-8,1,1,-12,1,-14,1,-2,1,-2,1,-2,1,-3,1,-2,1,-18,1,-63,1,-72
-35,1,-17,1,-13,1,-2,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-2,1,-3,1,-2,1,-18,1,-63,1,-72
-36,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-14,1,-3,1,-1,1,-3,1,-3,1,-1,1,-18,1,-63,1,-72
-36,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-14,1,-8,1,1,-12,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-17,1,-64,1,-71
-36,1,-16,1,-14,1,-1,1,1,-13,1,-4,1,-15,1,-7,1,-1,1,-11,1,-15,1,-2,1,-1,1,-3,1,-3,1,-2,1,-18,1,-63,1,-71
