0.0000000,0.000#0.400#0.410#0.420#0.430#0.440#0.450#0.460#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.550#0.560#0.570#0.580#0.590#0.600#0.610#0.620#0.770#0.780#0.790#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.630#0.640#0.650#0.660#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.800#0.810#0.820#0.830#0.840#0.850#0.860#0.870#0.080#0.090#0.880#0.070#0.100#0.110#0.120#0.130#0.140#0.150#0.160#0.170#0.250#0.260#0.290#0.300#0.310#0.890#0.050#0.060#0.180#0.190#0.230#0.240#0.270#0.280#0.900#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.980#0.010#0.020#0.030#0.040#0.200#0.210#0.220,6.667e-02,-00000006,000000015,0,000000001,000000315,000000000,000000000
-10,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-100
-13,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-98
-13,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-13,1,-4,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-98
-13,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,2,1,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-97
-6,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-104
-6,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-3,1,-25,1,-30,1,-104
-6,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-3,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-104
-6,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-104
-7,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-104
-7,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-104
-7,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-13,1,-4,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-104
-7,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,2,1,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-103
-11,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-100
-11,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-100
-11,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-100
-11,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,2,-1,1,-10,1,-3,1,-24,1,-31,1,-99
-11,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-99
-11,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-99
-11,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-99
-12,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-99
-12,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-99
-12,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-98
-12,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-3,1,-25,1,-30,1,-98
-12,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-3,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-98
-12,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-98
-13,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-6,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-97
-13,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-97
-13,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-97
-14,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-97
-14,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-97
-14,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-97
-14,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,2,-1,1,-10,1,-3,1,-24,1,-31,1,-96
-14,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-96
-2,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-108
-2,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-108
-14,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-96
-2,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-108
-3,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-108
-3,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-108
-3,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-107
-3,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-3,1,-25,1,-30,1,-107
-3,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-3,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-107
-3,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-107
-4,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-107
-4,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-107
-5,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-106
-5,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,2,-1,1,-10,1,-3,1,-24,1,-31,1,-105
-5,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-105
-6,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-105
-6,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-105
-14,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-96
-2,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-109
-2,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,2,-1,1,-10,1,-3,1,-24,1,-31,1,-108
-4,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-13,1,-4,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-107
-4,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,2,1,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-106
-5,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-106
-5,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-106
-5,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-105
-5,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-105
-15,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-96
-15,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-96
-15,1,-4,1,-19,1,-8,1,-3,1,-13,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-14,1,-3,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-31,1,-95
-15,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-1,1,-7,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-3,1,-25,1,-30,1,-95
-15,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-3,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-95
-15,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-95
-16,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-95
-16,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-95
-16,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-10,1,-5,1,-6,2,1,-2,1,-2,1,-7,1,-13,1,-4,1,-1,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-95
-1,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-109
-1,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-109
-2,1,-3,1,-20,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-109
-2,1,-4,1,-19,1,-8,1,-2,1,-14,1,-4,1,-2,1,-9,1,-6,1,-6,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,-1,1,-9,1,-4,1,-24,1,-30,1,-109
-4,1,-4,1,-19,1,-8,1,-3,1,-14,1,-3,1,-2,1,-10,1,-5,1,-6,1,2,-3,1,-2,1,-6,1,-14,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-106
-4,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-6,1,2,-3,1,-2,1,-7,1,-13,1,-3,1,-1,1,-9,1,1,1,-10,1,-4,1,-24,1,-30,1,-106
-4,1,-4,1,-19,1,-8,1,-3,1,-14,1,-4,1,-2,1,-9,1,-5,1,-7,3,-3,1,-2,1,-7,1,-13,1,-3,1,-2,1,-8,1,1,1,-10,1,-4,1,-24,1,-30,1,-106
