-58,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-22
-58,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-21
-58,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-21
-58,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-21
-58,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-21
-58,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-21
-59,1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-21
-59,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-21
-59,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-20
-59,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-20
-59,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,2,-12,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-20
-59,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-20
-59,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-20
-60,1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-20
-60,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-20
-60,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-19
-60,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-19
-60,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,2,-12,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-19
-60,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-19
-1,1,-60,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-11,1,-11,1,-1,1,-29,1,-35,1,-12,1,-4,1,-18
-1,1,-60,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-3,1,-18
-1,1,-60,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-17
-54,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-25
-57,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-22
-57,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-22
-48,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-31
-48,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-31
-48,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-31
-49,1,1,-11,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-31
-49,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-31
-49,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-30
-49,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-3,1,-30,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-30
-49,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-30
-49,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-30
-49,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-30
-50,1,1,-11,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-30
-50,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-30
-50,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-29
-50,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-29
-54,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-26
-56,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-23
-56,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-23
-56,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-23
-57,1,1,-11,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-23
-50,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-29
-50,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-29
-50,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-29
-52,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-28
-53,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-26
-53,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-26
-51,1,1,-11,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-29
-51,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-29
-51,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-28
-51,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-28
-51,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-28
-51,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-28
-51,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-28
-52,1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-28
-52,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-27
-52,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-27
-52,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,2,-12,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-27
-52,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-27
-52,1,-1,1,-11,1,-16,1,-4,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-27
-53,1,-1,1,-10,1,-16,1,-5,1,-32,1,-12,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-12,1,-4,1,-27
-53,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-10,1,-1,1,-29,1,-35,1,-13,1,-4,1,-26
-53,1,-1,1,-10,1,-16,1,-5,1,-33,1,-11,1,-2,1,-31,2,-12,1,-11,1,1,-29,1,-35,1,-13,1,-4,1,-26
-53,1,-1,1,-10,1,-16,1,-5,1,-33,1,-12,1,-2,1,-30,2,-12,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-26
-53,1,-1,1,-11,1,-15,1,-5,1,-33,1,-12,1,-2,1,-30,1,1,-11,1,-11,1,1,-30,1,-35,1,-12,1,-4,1,-26
